"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202204","27","11,300","12","1995","비아로62번길 7","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202205","9","11,900","9","1995","비아로62번길 7","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202205","10","12,500","7","1995","비아로62번길 7","","중개거래","광주 북구"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202205","27","9,000","6","1995","비아로62번길 7","","직거래","-"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202206","17","10,500","10","1995","비아로62번길 7","","직거래","-"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202207","10","11,000","14","1995","비아로62번길 7","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202207","26","12,200","4","1995","비아로62번길 7","","중개거래","광주 광산구, 광주 서구"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202208","22","11,370","5","1995","비아로62번길 7","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202209","17","9,900","15","1995","비아로62번길 7","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202210","7","10,700","15","1995","비아로62번길 7","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","627-1","0627","0001","중흥1차","59.94","202211","12","11,900","7","1995","비아로62번길 7","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202201","4","8,800","10","1995","비아로62번길 12","","중개거래","광주 북구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202201","13","7,900","4","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202201","13","7,900","4","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202201","14","8,800","2","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202201","18","9,200","3","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202201","26","9,250","9","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202201","27","8,200","4","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202202","9","7,425","3","1995","비아로62번길 12","","직거래","-"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202202","10","8,400","13","1995","비아로62번길 12","","직거래","-"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202202","10","8,600","1","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202202","18","8,500","13","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202202","19","8,600","7","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202202","19","9,200","11","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202202","21","8,800","6","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202202","22","8,900","10","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202202","26","8,400","1","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202202","26","9,500","2","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202202","28","8,700","7","1995","비아로62번길 12","","직거래","-"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202203","8","9,300","10","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202203","16","9,250","5","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202203","22","9,150","14","1995","비아로62번길 12","20220325","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202203","22","9,150","14","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202203","22","9,200","14","1995","비아로62번길 12","20220325","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202203","23","8,650","1","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202203","28","9,200","14","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202203","31","8,800","6","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202204","4","9,300","6","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202204","6","8,500","1","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202204","8","9,150","7","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202204","9","9,400","8","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202204","12","7,000","3","1995","비아로62번길 12","","직거래","-"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202204","23","9,050","1","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202204","23","9,400","9","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202204","25","9,000","9","1995","비아로62번길 12","20220601","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202205","6","9,500","14","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202205","9","9,400","12","1995","비아로62번길 12","","중개거래","광주 동구, 광주 서구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202205","11","9,350","7","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202205","23","9,000","3","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202205","27","9,000","6","1995","비아로62번길 12","","직거래","-"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202205","27","9,000","8","1995","비아로62번길 12","","직거래","-"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202205","31","9,000","10","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202206","2","9,050","4","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202206","28","9,400","15","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202206","29","9,500","7","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202207","1","9,700","13","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202207","2","9,400","9","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202207","14","9,400","15","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202207","25","9,150","12","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202208","6","9,150","9","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202208","10","9,750","5","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202208","11","10,200","7","1995","비아로62번길 12","","중개거래","광주 광산구"
"광주광역시 광산구 도천동","628-1","0628","0001","중흥2차","59.76","202208","18","9,750","15","1995","비아로62번길 12","","중개거래","광주 광산구"
